https://en.wikipedia.org/wiki/Lacuna_Coil|Lacuna Coil|Milan|Italy| = Gothic metal,<ref name="Badd267">cite book
https://en.wikipedia.org/wiki/Jack_Johnson_(musician)|Jack Johnson|Milan|ULL|         = 
flatlist
https://en.wikipedia.org/wiki/Oasis||NULL||
https://en.wikipedia.org/wiki/David_Guetta|David Guetta|Paris|France|       Electronic dance music
https://en.wikipedia.org/wiki/Avicii|Tim Bergling|NULL|Tim Bergling|Electronic dance music
https://en.wikipedia.org/wiki/Akon|Akon|St. Louis|U.S.| Contemporary R&B
https://en.wikipedia.org/wiki/Roupa_Nova|Roupa Nova|Rio de Janeiro|Rio de Janeiro City|Brazil|               = Soft rock, pop rock, Música popular brasileira
https://en.wikipedia.org/wiki/Lana_Del_Rey|Lana Del Rey|New York City|U.S.|Baroque pop
https://en.wikipedia.org/wiki/Lily_Allen|Lily Allen|Hammersmith|England|           = Flatlist
https://en.wikipedia.org/wiki/Foo_Fighters|Foo Fighters|Seattle|U.S.|Alternative rock
https://en.wikipedia.org/wiki/Pabllo_Vittar|Pabllo Vittar|NULL|Pabllo Vittar|              Pop music
https://en.wikipedia.org/wiki/Green_Day|Green Day|East Bay (San Francisco Bay Area)|East Bay|U.S.|Punk rock
https://en.wikipedia.org/wiki/Juliano_Son|Juliano Son|NULL|Juliano Son|           = Contemporary Christian music, contemporary worship music, Worship music, Pop music
https://en.wikipedia.org/wiki/Pentatonix|Pentatonix|Arlington|U.S.|A cappella
https://en.wikipedia.org/wiki/Rend_Collective|Rend Collective|Bangor|Northern Ireland|            = Christian Experimental music
https://en.wikipedia.org/wiki/OneRepublic|OneRepublic|Colorado Springs|United States|Pop rock
https://en.wikipedia.org/wiki/Lauren_Daigle|Lauren Daigle|NULL||               = Contemporary Christian music

https://en.wikipedia.org/wiki/Alexander_Cardinale|Alexander Cardinale|Monterey|United States|US|                 = Singer-songwriter, Pop music
